race_date,horse_name,jockey,trainer,actual_weight,draw,win_odds,race_distance,track_condition,horse_age,class,is_top3
2025-01-05,馬_004_00,布文,蔡約翰,121,1,3.05,1000,好至快,5,盃賽,1
2025-01-05,馬_004_01,何澤堯,告東尼,103,6,14.57,1000,好至快,6,盃賽,1
2025-01-05,馬_004_02,田泰安,告東尼,115,13,11.14,1000,好至快,3,盃賽,0
2025-01-05,馬_004_03,田泰安,沈集成,125,5,13.97,1000,好至快,3,盃賽,0
2025-01-05,馬_004_04,艾道拿,告東尼,108,12,12.33,1000,好至快,6,盃賽,1
2025-01-05,馬_004_05,梁家俊,蘇偉賢,100,13,15.34,1000,好至快,8,盃賽,0
2025-01-05,馬_004_06,何澤堯,大衛希斯,128,7,11.67,1000,好至快,4,盃賽,0
2025-01-05,馬_004_07,梁家俊,葉楚航,113,12,13.0,1000,好至快,6,盃賽,1
2025-01-05,馬_004_08,蔡明紹,葉楚航,111,10,5.4,1000,好至快,3,盃賽,1
2025-01-05,馬_004_09,何澤堯,告東尼,109,6,10.94,1000,好至快,6,盃賽,0
2025-01-05,馬_004_10,蔡明紹,告東尼,109,10,16.41,1000,好至快,4,盃賽,0
2025-01-05,馬_004_11,蔡明紹,蘇偉賢,123,7,13.53,1000,好至快,3,盃賽,1
2025-01-06,馬_005_00,蔡明紹,蘇偉賢,111,2,11.21,2400,黏地,4,第三班,0
2025-01-06,馬_005_01,何澤堯,沈集成,102,1,18.03,2400,黏地,2,第三班,0
2025-01-06,馬_005_02,潘頓,葉楚航,134,7,6.11,2400,黏地,2,第三班,0
2025-01-06,馬_005_03,潘頓,方嘉柏,106,4,12.93,2400,黏地,3,第三班,0
2025-01-06,馬_005_04,周俊樂,沈集成,124,5,12.93,2400,黏地,6,第三班,0
2025-01-06,馬_005_05,田泰安,呂健威,134,4,9.1,2400,黏地,3,第三班,1
2025-01-06,馬_005_06,周俊樂,告東尼,131,5,18.88,2400,黏地,5,第三班,0
2025-01-06,馬_005_07,梁家俊,大衛希斯,116,1,11.65,2400,黏地,7,第三班,0
2025-01-06,馬_005_08,梁家俊,大衛希斯,112,11,15.81,2400,黏地,4,第三班,0
2025-01-06,馬_005_09,田泰安,蔡約翰,115,5,10.17,2400,黏地,6,第三班,1
2025-01-06,馬_005_10,梁家俊,沈集成,120,4,16.56,2400,黏地,6,第三班,1
2025-01-06,馬_005_11,艾道拿,大衛希斯,130,10,16.57,2400,黏地,6,第三班,0
2025-01-07,馬_006_00,潘頓,告東尼,111,9,9.23,1800,軟地,3,第三班,0
2025-01-07,馬_006_01,周俊樂,蔡約翰,108,2,9.13,1800,軟地,4,第三班,0
2025-01-07,馬_006_02,何澤堯,葉楚航,118,8,17.89,1800,軟地,6,第三班,0
2025-01-07,馬_006_03,梁家俊,葉楚航,103,4,13.81,1800,軟地,7,第三班,0
2025-01-07,馬_006_04,田泰安,葉楚航,126,10,13.19,1800,軟地,3,第三班,0
2025-01-07,馬_006_05,潘頓,沈集成,119,12,6.11,1800,軟地,6,第三班,0
2025-01-07,馬_006_06,艾道拿,呂健威,102,13,12.33,1800,軟地,5,第三班,0
2025-01-07,馬_006_07,周俊樂,呂健威,105,10,11.5,1800,軟地,5,第三班,0
2025-01-07,馬_006_08,何澤堯,蘇偉賢,120,11,15.24,1800,軟地,5,第三班,0
2025-01-07,馬_006_09,潘頓,告東尼,113,1,5.72,1800,軟地,6,第三班,1
2025-01-07,馬_006_10,田泰安,蘇偉賢,122,9,14.72,1800,軟地,4,第三班,0
2025-01-07,馬_006_11,周俊樂,蔡約翰,127,4,12.94,1800,軟地,3,第三班,0
2025-01-08,馬_007_00,何澤堯,呂健威,126,6,5.72,1600,好至快,8,普通賽,0
2025-01-08,馬_007_01,田泰安,葉楚航,105,2,13.66,1600,好至快,4,普通賽,0
2025-01-08,馬_007_02,梁家俊,蔡約翰,109,8,10.32,1600,好至快,7,普通賽,0
2025-01-08,馬_007_03,莫雷拉,方嘉柏,120,10,8.29,1600,好至快,8,普通賽,1
2025-01-08,馬_007_04,莫雷拉,葉楚航,132,2,3.66,1600,好至快,2,普通賽,1
2025-01-08,馬_007_05,布文,沈集成,116,5,13.5,1600,好至快,8,普通賽,0
2025-01-08,馬_007_06,田泰安,葉楚航,122,5,14.22,1600,好至快,6,普通賽,1
2025-01-08,馬_007_07,田泰安,葉楚航,112,4,11.0,1600,好至快,7,普通賽,0
2025-01-08,馬_007_08,周俊樂,蘇偉賢,133,12,18.83,1600,好至快,8,普通賽,0
2025-01-08,馬_007_09,布文,方嘉柏,111,1,10.88,1600,好至快,7,普通賽,0
2025-01-08,馬_007_10,梁家俊,呂健威,122,5,13.37,1600,好至快,6,普通賽,0
2025-01-08,馬_007_11,潘頓,大衛希斯,133,2,8.96,1600,好至快,7,普通賽,1
2025-01-09,馬_008_00,蔡明紹,呂健威,132,8,14.57,1400,軟地,8,第二班,0
2025-01-09,馬_008_01,何澤堯,葉楚航,103,10,11.55,1400,軟地,2,第二班,0
2025-01-09,馬_008_02,蔡明紹,蘇偉賢,104,2,7.58,1400,軟地,7,第二班,0
2025-01-09,馬_008_03,田泰安,告東尼,122,7,14.78,1400,軟地,8,第二班,0
2025-01-09,馬_008_04,周俊樂,沈集成,103,8,14.84,1400,軟地,2,第二班,0
2025-01-09,馬_008_05,潘頓,葉楚航,118,5,11.39,1400,軟地,6,第二班,0
2025-01-09,馬_008_06,布文,葉楚航,105,1,9.16,1400,軟地,6,第二班,0
2025-01-09,馬_008_07,梁家俊,蔡約翰,121,8,10.02,1400,軟地,7,第二班,1
2025-01-09,馬_008_08,莫雷拉,蔡約翰,100,8,6.75,1400,軟地,2,第二班,1
2025-01-09,馬_008_09,周俊樂,大衛希斯,113,10,15.09,1400,軟地,5,第二班,0
2025-01-09,馬_008_10,周俊樂,蔡約翰,125,14,14.73,1400,軟地,4,第二班,0
2025-01-09,馬_008_11,潘頓,蔡約翰,134,3,2.89,1400,軟地,8,第二班,1
2025-01-10,馬_009_00,艾道拿,呂健威,116,7,8.57,2200,好地,7,普通賽,0
2025-01-10,馬_009_01,蔡明紹,呂健威,103,10,9.62,2200,好地,4,普通賽,0
2025-01-10,馬_009_02,潘頓,告東尼,121,2,6.55,2200,好地,8,普通賽,1
2025-01-10,馬_009_03,梁家俊,葉楚航,105,4,18.96,2200,好地,3,普通賽,0
2025-01-10,馬_009_04,周俊樂,方嘉柏,105,5,14.1,2200,好地,2,普通賽,0
2025-01-10,馬_009_05,艾道拿,蘇偉賢,103,14,17.4,2200,好地,4,普通賽,1
2025-01-10,馬_009_06,周俊樂,告東尼,108,7,8.74,2200,好地,4,普通賽,0
2025-01-10,馬_009_07,布文,蔡約翰,119,12,14.31,2200,好地,4,普通賽,0
2025-01-10,馬_009_08,布文,大衛希斯,129,8,16.32,2200,好地,7,普通賽,0
2025-01-10,馬_009_09,周俊樂,蔡約翰,104,6,11.02,2200,好地,3,普通賽,0
2025-01-10,馬_009_10,田泰安,沈集成,132,4,19.62,2200,好地,2,普通賽,0
2025-01-10,馬_009_11,布文,葉楚航,110,4,15.66,2200,好地,6,普通賽,0
2025-01-11,馬_010_00,周俊樂,蔡約翰,104,7,9.0,1000,好至快,3,第二班,0
2025-01-11,馬_010_01,莫雷拉,呂健威,110,8,8.2,1000,好至快,7,第二班,1
2025-01-11,馬_010_02,莫雷拉,葉楚航,113,5,9.22,1000,好至快,4,第二班,1
2025-01-11,馬_010_03,周俊樂,方嘉柏,113,12,17.61,1000,好至快,7,第二班,0
2025-01-11,馬_010_04,何澤堯,葉楚航,118,11,9.48,1000,好至快,7,第二班,0
2025-01-11,馬_010_05,梁家俊,蔡約翰,107,7,11.4,1000,好至快,7,第二班,0
2025-01-11,馬_010_06,布文,呂健威,122,1,5.9,1000,好至快,2,第二班,1
2025-01-11,馬_010_07,何澤堯,蘇偉賢,105,6,10.97,1000,好至快,4,第二班,0
2025-01-11,馬_010_08,周俊樂,蔡約翰,114,13,15.01,1000,好至快,2,第二班,0
2025-01-11,馬_010_09,布文,呂健威,132,13,12.81,1000,好至快,6,第二班,0
2025-01-11,馬_010_10,莫雷拉,大衛希斯,103,6,10.2,1000,好至快,3,第二班,1
2025-01-11,馬_010_11,布文,葉楚航,130,4,15.83,1000,好至快,6,第二班,1
2025-01-12,馬_011_00,周俊樂,葉楚航,128,4,18.33,2400,軟地,5,精英班,0
2025-01-12,馬_011_01,何澤堯,沈集成,110,14,23.0,2400,軟地,3,精英班,0
2025-01-12,馬_011_02,布文,蘇偉賢,122,10,16.9,2400,軟地,7,精英班,0
2025-01-12,馬_011_03,潘頓,呂健威,132,8,6.83,2400,軟地,5,精英班,1
2025-01-12,馬_011_04,蔡明紹,蘇偉賢,103,5,13.02,2400,軟地,6,精英班,0
2025-01-12,馬_011_05,梁家俊,大衛希斯,128,14,19.18,2400,軟地,2,精英班,0
2025-01-12,馬_011_06,艾道拿,呂健威,120,10,11.55,2400,軟地,7,精英班,0
2025-01-12,馬_011_07,布文,告東尼,114,5,14.03,2400,軟地,8,精英班,1
2025-01-12,馬_011_08,梁家俊,蔡約翰,125,9,12.63,2400,軟地,4,精英班,0
2025-01-12,馬_011_09,潘頓,告東尼,117,11,3.2,2400,軟地,3,精英班,0
2025-01-12,馬_011_10,田泰安,大衛希斯,123,9,17.6,2400,軟地,8,精英班,0
2025-01-12,馬_011_11,潘頓,葉楚航,106,1,5.9,2400,軟地,5,精英班,1
2025-01-13,馬_012_00,周俊樂,呂健威,106,1,4.63,1600,好至快,6,盃賽,1
2025-01-13,馬_012_01,莫雷拉,葉楚航,128,14,4.94,1600,好至快,4,盃賽,1
2025-01-13,馬_012_02,田泰安,告東尼,101,6,12.09,1600,好至快,5,盃賽,0
2025-01-13,馬_012_03,蔡明紹,呂健威,107,13,2.42,1600,好至快,8,盃賽,0
2025-01-13,馬_012_04,田泰安,大衛希斯,133,12,18.54,1600,好至快,2,盃賽,1
2025-01-13,馬_012_05,艾道拿,方嘉柏,123,7,16.68,1600,好至快,4,盃賽,0
2025-01-13,馬_012_06,周俊樂,大衛希斯,102,3,15.77,1600,好至快,2,盃賽,0
2025-01-13,馬_012_07,周俊樂,大衛希斯,131,8,14.6,1600,好至快,7,盃賽,0
2025-01-13,馬_012_08,蔡明紹,沈集成,120,14,14.69,1600,好至快,8,盃賽,0
2025-01-13,馬_012_09,莫雷拉,告東尼,120,3,6.24,1600,好至快,6,盃賽,1
2025-01-13,馬_012_10,潘頓,蔡約翰,100,5,8.18,1600,好至快,5,盃賽,1
2025-01-13,馬_012_11,艾道拿,沈集成,119,5,12.23,1600,好至快,6,盃賽,0
2025-01-14,馬_013_00,何澤堯,沈集成,134,4,13.64,2000,好地,3,第二班,0
2025-01-14,馬_013_01,周俊樂,方嘉柏,122,1,13.75,2000,好地,3,第二班,1
2025-01-14,馬_013_02,梁家俊,蘇偉賢,101,13,16.44,2000,好地,2,第二班,0
2025-01-14,馬_013_03,蔡明紹,蔡約翰,128,13,11.55,2000,好地,3,第二班,1
2025-01-14,馬_013_04,布文,蔡約翰,120,10,8.6,2000,好地,5,第二班,1
2025-01-14,馬_013_05,布文,蔡約翰,111,7,10.49,2000,好地,6,第二班,1
2025-01-14,馬_013_06,何澤堯,方嘉柏,130,6,19.05,2000,好地,4,第二班,0
2025-01-14,馬_013_07,艾道拿,蔡約翰,116,10,14.43,2000,好地,6,第二班,0
2025-01-14,馬_013_08,潘頓,沈集成,100,3,4.06,2000,好地,6,第二班,1
2025-01-14,馬_013_09,周俊樂,方嘉柏,134,6,16.45,2000,好地,3,第二班,0
2025-01-14,馬_013_10,周俊樂,大衛希斯,121,5,15.74,2000,好地,2,第二班,0
2025-01-14,馬_013_11,蔡明紹,方嘉柏,116,14,13.7,2000,好地,4,第二班,0
2025-01-15,馬_014_00,潘頓,葉楚航,108,9,13.14,1200,好地,2,第二班,0
2025-01-15,馬_014_01,梁家俊,告東尼,134,3,10.99,1200,好地,3,第二班,0
2025-01-15,馬_014_02,田泰安,大衛希斯,133,12,20.46,1200,好地,4,第二班,0
2025-01-15,馬_014_03,莫雷拉,蔡約翰,111,14,6.07,1200,好地,4,第二班,1
2025-01-15,馬_014_04,何澤堯,呂健威,122,5,10.6,1200,好地,7,第二班,0
2025-01-15,馬_014_05,梁家俊,葉楚航,125,10,15.03,1200,好地,8,第二班,0
2025-01-15,馬_014_06,何澤堯,大衛希斯,106,14,15.3,1200,好地,8,第二班,0
2025-01-15,馬_014_07,潘頓,方嘉柏,122,13,13.43,1200,好地,3,第二班,0
2025-01-15,馬_014_08,蔡明紹,告東尼,134,2,9.24,1200,好地,4,第二班,1
2025-01-15,馬_014_09,潘頓,方嘉柏,125,7,10.25,1200,好地,8,第二班,1
2025-01-15,馬_014_10,周俊樂,呂健威,103,13,15.18,1200,好地,7,第二班,0
2025-01-15,馬_014_11,潘頓,告東尼,134,10,5.29,1200,好地,3,第二班,1
2025-01-16,馬_015_00,潘頓,蘇偉賢,131,3,6.36,2200,好地,4,精英班,1
2025-01-16,馬_015_01,梁家俊,蘇偉賢,109,14,21.52,2200,好地,2,精英班,0
2025-01-16,馬_015_02,蔡明紹,葉楚航,100,14,17.25,2200,好地,2,精英班,0
2025-01-16,馬_015_03,蔡明紹,蔡約翰,124,1,6.91,2200,好地,6,精英班,0
2025-01-16,馬_015_04,梁家俊,告東尼,123,4,16.41,2200,好地,5,精英班,0
2025-01-16,馬_015_05,周俊樂,方嘉柏,112,2,8.92,2200,好地,2,精英班,0
2025-01-16,馬_015_06,蔡明紹,方嘉柏,107,4,17.92,2200,好地,6,精英班,0
2025-01-16,馬_015_07,潘頓,呂健威,125,9,10.35,2200,好地,2,精英班,0
2025-01-16,馬_015_08,周俊樂,大衛希斯,104,5,14.07,2200,好地,7,精英班,0
2025-01-16,馬_015_09,莫雷拉,蘇偉賢,102,3,4.72,2200,好地,7,精英班,1
2025-01-16,馬_015_10,梁家俊,呂健威,103,14,11.07,2200,好地,6,精英班,0
2025-01-16,馬_015_11,梁家俊,蔡約翰,111,10,9.53,2200,好地,2,精英班,0
2025-01-17,馬_016_00,潘頓,蘇偉賢,114,6,8.92,1000,好地,4,第三班,1
2025-01-17,馬_016_01,何澤堯,葉楚航,116,2,17.24,1000,好地,6,第三班,0
2025-01-17,馬_016_02,田泰安,蔡約翰,102,8,13.26,1000,好地,3,第三班,0
2025-01-17,馬_016_03,周俊樂,方嘉柏,115,8,15.33,1000,好地,5,第三班,0
2025-01-17,馬_016_04,梁家俊,葉楚航,124,5,15.79,1000,好地,3,第三班,0
2025-01-17,馬_016_05,何澤堯,方嘉柏,130,7,13.43,1000,好地,3,第三班,1
2025-01-17,馬_016_06,何澤堯,大衛希斯,130,2,16.67,1000,好地,5,第三班,1
2025-01-17,馬_016_07,潘頓,蘇偉賢,112,14,11.66,1000,好地,4,第三班,0
2025-01-17,馬_016_08,莫雷拉,蘇偉賢,130,2,6.67,1000,好地,5,第三班,1
2025-01-17,馬_016_09,梁家俊,蘇偉賢,133,12,16.32,1000,好地,5,第三班,0
2025-01-17,馬_016_10,何澤堯,葉楚航,121,4,13.88,1000,好地,5,第三班,1
2025-01-17,馬_016_11,莫雷拉,沈集成,121,1,8.14,1000,好地,3,第三班,1
2025-01-18,馬_017_00,潘頓,蔡約翰,113,13,6.16,2000,好至快,5,第三班,1
2025-01-18,馬_017_01,艾道拿,葉楚航,110,1,13.69,2000,好至快,7,第三班,0
2025-01-18,馬_017_02,田泰安,方嘉柏,122,10,11.38,2000,好至快,3,第三班,1
2025-01-18,馬_017_03,艾道拿,葉楚航,128,11,9.5,2000,好至快,5,第三班,0
2025-01-18,馬_017_04,蔡明紹,大衛希斯,110,11,16.63,2000,好至快,4,第三班,0
2025-01-18,馬_017_05,蔡明紹,大衛希斯,118,9,14.75,2000,好至快,6,第三班,0
2025-01-18,馬_017_06,莫雷拉,蔡約翰,114,2,6.24,2000,好至快,6,第三班,1
2025-01-18,馬_017_07,潘頓,告東尼,115,11,8.28,2000,好至快,5,第三班,1
2025-01-18,馬_017_08,莫雷拉,葉楚航,107,11,8.07,2000,好至快,7,第三班,0
2025-01-18,馬_017_09,何澤堯,蘇偉賢,102,4,15.06,2000,好至快,7,第三班,0
2025-01-18,馬_017_10,艾道拿,呂健威,119,4,10.4,2000,好至快,2,第三班,1
2025-01-18,馬_017_11,布文,葉楚航,101,8,11.42,2000,好至快,4,第三班,0
2025-01-19,馬_018_00,潘頓,大衛希斯,117,14,6.84,1000,黏地,8,精英班,0
2025-01-19,馬_018_01,莫雷拉,沈集成,107,11,10.9,1000,黏地,7,精英班,0
2025-01-19,馬_018_02,梁家俊,呂健威,111,9,10.49,1000,黏地,7,精英班,0
2025-01-19,馬_018_03,蔡明紹,呂健威,109,8,7.6,1000,黏地,3,精英班,1
2025-01-19,馬_018_04,潘頓,呂健威,132,9,2.84,1000,黏地,6,精英班,0
2025-01-19,馬_018_05,潘頓,告東尼,133,10,6.23,1000,黏地,8,精英班,0
2025-01-19,馬_018_06,周俊樂,方嘉柏,102,11,19.25,1000,黏地,7,精英班,0
2025-01-19,馬_018_07,梁家俊,蔡約翰,111,8,13.96,1000,黏地,3,精英班,0
2025-01-19,馬_018_08,蔡明紹,大衛希斯,106,11,20.39,1000,黏地,5,精英班,0
2025-01-19,馬_018_09,田泰安,告東尼,113,11,17.93,1000,黏地,3,精英班,1
2025-01-19,馬_018_10,艾道拿,沈集成,112,9,11.11,1000,黏地,6,精英班,0
2025-01-19,馬_018_11,周俊樂,葉楚航,131,3,15.39,1000,黏地,5,精英班,0
2025-01-20,馬_019_00,何澤堯,蘇偉賢,102,12,12.78,1200,軟地,3,盃賽,0
2025-01-20,馬_019_01,莫雷拉,告東尼,111,1,5.7,1200,軟地,7,盃賽,0
2025-01-20,馬_019_02,周俊樂,沈集成,103,12,16.27,1200,軟地,5,盃賽,0
2025-01-20,馬_019_03,田泰安,蘇偉賢,133,4,17.45,1200,軟地,3,盃賽,0
2025-01-20,馬_019_04,蔡明紹,大衛希斯,111,3,14.59,1200,軟地,6,盃賽,1
2025-01-20,馬_019_05,周俊樂,沈集成,129,7,13.18,1200,軟地,3,盃賽,0
2025-01-20,馬_019_06,潘頓,告東尼,104,6,5.87,1200,軟地,6,盃賽,1
2025-01-20,馬_019_07,周俊樂,告東尼,124,4,13.15,1200,軟地,3,盃賽,1
2025-01-20,馬_019_08,莫雷拉,方嘉柏,124,9,10.12,1200,軟地,5,盃賽,1
2025-01-20,馬_019_09,周俊樂,沈集成,122,11,10.39,1200,軟地,3,盃賽,1
2025-01-20,馬_019_10,梁家俊,呂健威,104,4,6.21,1200,軟地,4,盃賽,1
2025-01-20,馬_019_11,何澤堯,沈集成,127,6,9.72,1200,軟地,5,盃賽,0
2025-01-21,馬_020_00,潘頓,呂健威,119,10,2.58,1600,好至快,6,盃賽,1
2025-01-21,馬_020_01,何澤堯,呂健威,113,12,12.91,1600,好至快,3,盃賽,0
2025-01-21,馬_020_02,潘頓,蘇偉賢,133,9,8.27,1600,好至快,3,盃賽,1
2025-01-21,馬_020_03,潘頓,告東尼,119,7,9.1,1600,好至快,7,盃賽,1
2025-01-21,馬_020_04,潘頓,蔡約翰,107,2,5.51,1600,好至快,6,盃賽,1
2025-01-21,馬_020_05,何澤堯,告東尼,121,2,9.85,1600,好至快,2,盃賽,0
2025-01-21,馬_020_06,潘頓,蔡約翰,116,10,4.55,1600,好至快,8,盃賽,0
2025-01-21,馬_020_07,蔡明紹,呂健威,100,3,8.2,1600,好至快,8,盃賽,1
2025-01-21,馬_020_08,何澤堯,蘇偉賢,104,9,11.02,1600,好至快,3,盃賽,0
2025-01-21,馬_020_09,梁家俊,呂健威,124,13,10.24,1600,好至快,2,盃賽,1
2025-01-21,馬_020_10,梁家俊,方嘉柏,103,2,13.73,1600,好至快,6,盃賽,0
2025-01-21,馬_020_11,艾道拿,方嘉柏,110,1,11.13,1600,好至快,7,盃賽,0
2025-01-22,馬_021_00,艾道拿,告東尼,120,3,17.01,1000,好地,5,第一班,0
2025-01-22,馬_021_01,田泰安,沈集成,125,11,16.28,1000,好地,4,第一班,1
2025-01-22,馬_021_02,潘頓,大衛希斯,108,3,7.03,1000,好地,6,第一班,1
2025-01-22,馬_021_03,何澤堯,葉楚航,125,9,16.32,1000,好地,5,第一班,1
2025-01-22,馬_021_04,何澤堯,告東尼,114,11,14.99,1000,好地,8,第一班,0
2025-01-22,馬_021_05,何澤堯,告東尼,115,5,15.63,1000,好地,5,第一班,0
2025-01-22,馬_021_06,蔡明紹,方嘉柏,114,4,10.01,1000,好地,6,第一班,1
2025-01-22,馬_021_07,蔡明紹,蘇偉賢,126,13,15.96,1000,好地,8,第一班,0
2025-01-22,馬_021_08,周俊樂,蘇偉賢,129,2,9.97,1000,好地,3,第一班,1
2025-01-22,馬_021_09,艾道拿,告東尼,109,7,9.53,1000,好地,6,第一班,1
2025-01-22,馬_021_10,周俊樂,呂健威,119,4,10.01,1000,好地,7,第一班,1
2025-01-22,馬_021_11,艾道拿,大衛希斯,120,6,16.91,1000,好地,5,第一班,1
2025-01-23,馬_022_00,周俊樂,蔡約翰,107,8,12.37,1000,軟地,2,第二班,0
2025-01-23,馬_022_01,田泰安,沈集成,109,9,13.25,1000,軟地,3,第二班,0
2025-01-23,馬_022_02,莫雷拉,告東尼,104,1,7.45,1000,軟地,4,第二班,1
2025-01-23,馬_022_03,布文,蘇偉賢,114,3,15.48,1000,軟地,5,第二班,1
2025-01-23,馬_022_04,梁家俊,大衛希斯,112,13,18.79,1000,軟地,2,第二班,0
2025-01-23,馬_022_05,何澤堯,蔡約翰,102,10,10.49,1000,軟地,7,第二班,0
2025-01-23,馬_022_06,梁家俊,呂健威,110,7,11.47,1000,軟地,5,第二班,0
2025-01-23,馬_022_07,艾道拿,葉楚航,132,4,18.01,1000,軟地,4,第二班,0
2025-01-23,馬_022_08,莫雷拉,方嘉柏,105,9,9.09,1000,軟地,8,第二班,1
2025-01-23,馬_022_09,何澤堯,沈集成,126,5,13.08,1000,軟地,7,第二班,0
2025-01-23,馬_022_10,田泰安,大衛希斯,102,6,14.64,1000,軟地,7,第二班,0
2025-01-23,馬_022_11,田泰安,蔡約翰,122,14,11.28,1000,軟地,5,第二班,1
2025-01-24,馬_023_00,何澤堯,葉楚航,128,9,12.71,1600,好至快,8,普通賽,0
2025-01-24,馬_023_01,莫雷拉,蘇偉賢,111,8,9.2,1600,好至快,5,普通賽,1
2025-01-24,馬_023_02,艾道拿,沈集成,104,4,16.93,1600,好至快,5,普通賽,1
2025-01-24,馬_023_03,布文,蔡約翰,107,7,7.61,1600,好至快,2,普通賽,0
2025-01-24,馬_023_04,布文,沈集成,133,13,17.27,1600,好至快,7,普通賽,0
2025-01-24,馬_023_05,梁家俊,葉楚航,101,11,13.98,1600,好至快,2,普通賽,0
2025-01-24,馬_023_06,田泰安,沈集成,122,10,15.91,1600,好至快,5,普通賽,0
