race_date,horse_name,jockey,trainer,actual_weight,draw,win_odds,race_distance,is_top3,last_is_top3,top3_rate_last_1,top3_rate_last_3,top3_rate_last_5,avg_odds_last_3,avg_actual_weight_last_3,days_since_last_race,predicted_top3_prob,implied_prob,edge,expected_return
2023-05-05,加州星球,蔡明紹,韋達,118,10,11.3,1400,0,1.0,0.2727272727272727,0.3333333333333333,0.4,11.6,122.0,3.0,0.2241606369439771,0.08849557522123894,0.13566506172273815,1.5330151974669413
2023-05-27,加州星球,艾道拿,沈集成,122,4,17.1,1800,0,0.0,0.25,0.3333333333333333,0.2,7.366666666666667,117.66666666666669,22.0,0.2552981462159672,0.05847953216374269,0.1968186140522245,3.3655983002930396
2023-06-10,加州星球,巴度,韋達,116,8,16.6,1600,0,0.0,0.2307692307692307,0.3333333333333333,0.2,10.1,118.66666666666669,14.0,0.2734343784439866,0.06024096385542168,0.21319341458856492,3.5390106821701774
2023-06-17,加州星球,田泰安,沈集成,115,13,24.2,1400,0,0.0,0.2142857142857142,0.0,0.2,15.0,118.66666666666669,7.0,0.2252902725961909,0.04132231404958678,0.1839679585466041,4.45202459682782
2023-07-16,加州星球,巴度,告東尼,115,12,13.6,2200,0,0.0,0.1875,0.0,0.0,14.366666666666664,120.33333333333331,22.0,0.4060724870854199,0.07352941176470588,0.332543075320714,4.52258582436171
2023-08-05,加州星球,巴度,葉楚航,131,3,11.2,2000,1,0.0,0.1666666666666666,0.0,0.0,6.166666666666667,124.0,2.0,0.3051422432271512,0.08928571428571429,0.21585652894143692,2.4175931241440938
2023-08-10,加州星球,希威森,呂健威,134,9,30.5,1600,0,1.0,0.2105263157894736,0.3333333333333333,0.2,9.133333333333333,124.33333333333331,5.0,0.0972071571633224,0.03278688524590164,0.06442027191742075,1.9648182934813332
2023-08-12,加州星球,希威森,呂健威,135,5,25.1,1400,0,0.0,0.2,0.3333333333333333,0.2,14.766666666666666,130.66666666666666,2.0,0.2121594309951269,0.0398406374501992,0.1723187935449277,4.325201717977686
2023-09-08,加州星球,潘頓,葉楚航,133,14,1.5,2000,1,0.0,0.1904761904761904,0.3333333333333333,0.2,22.26666666666667,133.33333333333334,27.0,0.717278825062522,0.6666666666666666,0.05061215839585542,0.07591823759378308
2023-09-15,加州星球,希威森,沈集成,132,11,6.6,1200,0,1.0,0.2272727272727272,0.3333333333333333,0.4,19.03333333333333,134.0,7.0,0.2317757502175861,0.15151515151515152,0.08026059870243457,0.5297199514360682
2023-09-18,加州星球,艾道拿,韋達,121,12,22.5,2200,0,0.0,0.217391304347826,0.3333333333333333,0.4,11.066666666666668,133.33333333333334,3.0,0.1735124364350475,0.044444444444444446,0.12906799199060304,2.904029819788569
2023-09-22,加州星球,艾道拿,葉楚航,128,8,4.9,2000,1,0.0,0.2083333333333333,0.3333333333333333,0.2,10.2,128.66666666666666,4.0,0.5363941832609309,0.2040816326530612,0.3323125506078697,1.6283314979785617
2023-09-24,加州星球,莫雷拉,葉楚航,131,10,1.7,1200,1,1.0,0.24,0.3333333333333333,0.4,11.333333333333334,127.0,2.0,0.8472828437410712,0.5882352941176471,0.25904754962342413,0.440380834359821
2023-09-27,加州星球,希威森,韋達,115,8,9.3,1600,1,1.0,0.2692307692307692,0.6666666666666666,0.6,9.7,126.66666666666669,3.0,0.582439541426942,0.1075268817204301,0.47491265970651186,4.416687735270561
2023-10-04,加州星球,田泰安,葉楚航,125,2,16.3,2200,0,1.0,0.2962962962962963,1.0,0.6,5.300000000000001,124.66666666666669,7.0,0.2456182647740695,0.06134969325153374,0.18426857152253576,3.0035777158173333
2023-10-05,加州星球,艾道拿,告東尼,118,5,13.8,1000,1,0.0,0.2857142857142857,0.6666666666666666,0.6,9.1,123.66666666666669,1.0,0.6284766077048612,0.07246376811594203,0.5560128395889192,7.672977186327087
2023-10-19,加州星球,蔡明紹,韋達,128,14,27.8,1000,0,1.0,0.3103448275862069,0.6666666666666666,0.8,13.133333333333336,119.33333333333331,14.0,0.1761644642886666,0.03597122302158273,0.14019324126708388,3.8973721072249323
2023-10-26,加州星球,巴度,葉楚航,125,7,7.3,1200,1,0.0,0.3,0.3333333333333333,0.6,19.3,123.66666666666669,7.0,0.3139326180250883,0.136986301369863,0.1769463166552253,1.2917081115831446
2023-11-13,加州星球,希威森,蘇保羅,115,2,11.9,1800,0,1.0,0.3225806451612903,0.6666666666666666,0.6,16.3,123.66666666666669,18.0,0.2999868804378638,0.08403361344537814,0.21595326699248568,2.5698438772105794
2023-12-27,加州星球,莫雷拉,告東尼,122,2,2.7,1400,1,0.0,0.3125,0.3333333333333333,0.4,15.666666666666666,122.66666666666669,44.0,0.8043425586104643,0.37037037037037035,0.433972188240094,1.1717249082482537
2024-01-04,加州星球,潘頓,韋達,132,4,2.4,2200,1,0.0,0.3235294117647059,0.3333333333333333,0.4,6.833333333333333,120.66666666666669,3.0,0.7073899959305078,0.4166666666666667,0.2907233292638411,0.6977359902332186
2024-01-04,加州星球,田泰安,蘇保羅,125,10,15.5,1200,1,1.0,0.3428571428571428,0.6666666666666666,0.6,3.6666666666666674,126.33333333333331,0.0,0.547197181789892,0.06451612903225806,0.4826810527576339,7.481556317743325
2024-01-06,加州星球,潘頓,葉楚航,135,2,2.6,1600,1,1.0,0.3611111111111111,0.6666666666666666,0.6,7.933333333333334,127.33333333333331,2.0,0.659489645478632,0.3846153846153846,0.2748742608632474,0.7146730782444431
2024-01-31,加州星球,艾道拿,蘇保羅,130,8,18.4,1200,0,1.0,0.3783783783783784,1.0,0.8,6.833333333333333,130.66666666666666,25.0,0.2427073733148093,0.05434782608695653,0.18835954722785275,3.465815668992491
2024-02-01,加州星球,艾道拿,呂健威,128,3,5.3,1600,1,0.0,0.3684210526315789,0.6666666666666666,0.6,12.166666666666666,130.0,1.0,0.6287765321318295,0.18867924528301888,0.4400972868488106,2.3325156202986963
2024-02-03,加州星球,田泰安,呂健威,133,3,15.1,1800,0,1.0,0.3846153846153846,0.6666666666666666,0.8,8.766666666666667,131.0,2.0,0.2430522397870556,0.06622516556291391,0.17682707422414168,2.6700888207845392
2024-02-09,加州星球,潘頓,葉楚航,122,3,2.3,1200,1,0.0,0.375,0.3333333333333333,0.6,12.933333333333332,130.33333333333334,6.0,0.8174172209510887,0.4347826086956522,0.3826346122554365,0.880059608187504
2024-02-16,加州星球,蔡明紹,呂健威,119,14,23.8,1600,0,1.0,0.3902439024390244,0.6666666666666666,0.6,7.566666666666666,127.66666666666669,7.0,0.2917295150276131,0.04201680672268907,0.249712708304924,5.943162457657191
2024-04-02,加州星球,巴度,告東尼,123,7,15.9,1800,0,0.0,0.3555555555555555,0.0,0.2,10.6,124.0,6.0,0.1849828401262909,0.06289308176100629,0.12208975836528461,1.9412271580080254
2024-04-12,加州星球,田泰安,蘇保羅,119,2,6.9,2000,1,0.0,0.3478260869565217,0.0,0.0,12.6,123.66666666666669,10.0,0.538241425592425,0.14492753623188406,0.393313889360541,2.713865836587733
2024-04-27,加州星球,田泰安,告東尼,134,13,6.2,2000,1,1.0,0.3617021276595745,0.3333333333333333,0.2,14.4,124.33333333333331,15.0,0.38971402939487,0.16129032258064516,0.22842370681422483,1.416226982248194
2024-04-28,加州星球,莫雷拉,韋達,119,3,1.9,1600,1,1.0,0.375,0.6666666666666666,0.4,9.666666666666666,125.33333333333331,1.0,0.8561360127276226,0.5263157894736842,0.32982022325393845,0.626658424182483
2024-04-28,加州星球,巴度,呂健威,123,2,10.1,2200,1,1.0,0.3877551020408163,1.0,0.6,5.000000000000001,124.0,0.0,0.5640021919605088,0.09900990099009901,0.46499229097040984,4.69642213880114
2024-04-28,加州星球,希威森,告東尼,135,6,16.1,1400,0,1.0,0.4,1.0,0.8,6.066666666666666,125.33333333333331,0.0,0.1979819068960124,0.06211180124223602,0.13587010565377639,2.1875087010258
2024-05-03,加州星球,田泰安,葉楚航,118,3,12.7,1200,0,0.0,0.392156862745098,0.6666666666666666,0.8,9.366666666666667,125.66666666666669,5.0,0.3268269971904314,0.07874015748031496,0.24808683971011644,3.150702864318479
2024-05-14,加州星球,潘頓,沈集成,130,6,1.7,1400,1,0.0,0.3846153846153846,0.3333333333333333,0.6,12.966666666666669,125.33333333333331,11.0,0.8355420794580825,0.5882352941176471,0.24730678534043538,0.42042153507874014
2024-06-10,加州星球,巴度,韋達,117,11,28.2,2200,1,0.0,0.3888888888888889,0.3333333333333333,0.4,6.8,127.0,19.0,0.5381438638349149,0.03546099290780142,0.5026828709271134,14.175656960144599
2024-06-25,加州星球,艾道拿,葉楚航,133,1,4.2,2200,1,1.0,0.4,0.6666666666666666,0.4,11.966666666666669,126.66666666666669,15.0,0.4358352467937172,0.23809523809523808,0.19774000869847913,0.8305080365336124
2024-08-01,加州星球,巴度,葉楚航,133,4,11.4,2200,0,1.0,0.4107142857142857,0.6666666666666666,0.6,12.800000000000002,127.66666666666669,37.0,0.1559579663779303,0.08771929824561403,0.06823866813231627,0.7779208167084055
2024-08-01,加州星球,蔡明紹,韋達,125,14,8.3,2200,0,0.0,0.4035087719298245,0.6666666666666666,0.6,14.6,127.66666666666669,0.0,0.3995932673535234,0.12048192771084336,0.27911133964268003,2.3166241190342447
2024-08-03,加州星球,莫雷拉,沈集成,131,7,1.8,1800,1,0.0,0.396551724137931,0.3333333333333333,0.4,7.966666666666668,130.33333333333334,2.0,0.8742088419178893,0.5555555555555556,0.3186532863623337,0.5735759154522008
2024-08-07,加州星球,希威森,蘇保羅,132,4,6.5,1200,1,1.0,0.4067796610169492,0.3333333333333333,0.6,7.166666666666668,129.66666666666666,4.0,0.5927828882321958,0.15384615384615385,0.43893673438604197,2.853088773509273
2024-08-08,加州星球,巴度,告東尼,115,14,21.9,1800,1,1.0,0.4166666666666667,0.6666666666666666,0.6,5.533333333333334,129.33333333333334,1.0,0.5856471035540597,0.04566210045662101,0.5399850030974387,11.825671567833906
2024-08-23,加州星球,田泰安,葉楚航,117,5,18.6,1400,1,1.0,0.4262295081967213,1.0,0.6,10.066666666666666,126.0,15.0,0.5211491136591332,0.05376344086021505,0.46738567279891813,8.693373514059878
2024-08-24,加州星球,巴度,呂健威,133,5,14.2,1800,0,1.0,0.4354838709677419,1.0,0.8,15.666666666666666,121.33333333333331,1.0,0.2017599784190098,0.07042253521126761,0.1313374432077422,1.864991693549939
2024-08-25,加州星球,巴度,韋達,121,5,12.1,2200,0,0.0,0.4285714285714285,0.6666666666666666,0.8,18.23333333333333,121.66666666666669,1.0,0.3265620879532959,0.08264462809917356,0.24391745985412233,2.95140126423488
2024-08-29,加州星球,蔡明紹,葉楚航,119,10,23.6,1000,0,0.0,0.421875,0.3333333333333333,0.6,14.966666666666669,123.66666666666669,4.0,0.2128913100350088,0.0423728813559322,0.1705184286790766,4.024234916826209
2024-09-17,加州星球,莫雷拉,沈集成,124,6,2.7,1200,1,0.0,0.4153846153846154,0.0,0.4,16.633333333333333,124.33333333333331,19.0,0.7551443138339367,0.37037037037037035,0.3847739434635663,1.0388896473516291
2024-09-21,加州星球,艾道拿,葉楚航,127,6,24.3,1400,0,1.0,0.4242424242424242,0.3333333333333333,0.4,12.800000000000002,121.33333333333331,4.0,0.123643233536885,0.0411522633744856,0.0824909701623994,2.0045305749463056
2024-10-04,加州星球,田泰安,呂健威,120,2,12.3,1400,0,0.0,0.417910447761194,0.3333333333333333,0.2,16.866666666666667,123.33333333333331,13.0,0.1538781457047409,0.08130081300813008,0.07257733269661082,0.8927011921683132
2024-10-11,加州星球,巴度,呂健威,129,5,13.1,2000,1,0.0,0.4117647058823529,0.3333333333333333,0.2,13.1,123.66666666666669,7.0,0.4123666584459829,0.07633587786259542,0.3360307805833875,4.402003225642376
2024-10-26,加州星球,希威森,韋達,124,3,6.3,1000,1,0.0,0.4142857142857143,0.3333333333333333,0.4,10.6,123.0,3.0,0.5320612681288293,0.15873015873015872,0.37333110939867054,2.3519859892116246
2024-11-06,加州星球,潘頓,告東尼,122,7,2.3,1800,1,1.0,0.4225352112676056,0.6666666666666666,0.4,8.6,124.33333333333331,11.0,0.8504020133670093,0.4347826086956522,0.41561940467135705,0.9559246307441213
2024-11-19,加州星球,潘頓,呂健威,126,8,2.0,1800,1,1.0,0.4305555555555556,0.6666666666666666,0.6,5.0,122.0,13.0,0.922585658335803,0.5,0.42258565833580297,0.8451713166716059
2024-11-23,加州星球,潘頓,告東尼,128,1,2.8,1200,1,1.0,0.4383561643835616,1.0,0.8,3.533333333333333,124.0,4.0,0.5205380504907209,0.35714285714285715,0.16339519334786373,0.45750654137401836
2024-11-26,加州星球,巴度,呂健威,124,14,14.6,1800,0,1.0,0.4459459459459459,1.0,0.8,2.3666666666666667,125.33333333333331,3.0,0.2315269431083541,0.0684931506849315,0.16303379242342259,2.38029336938197
2024-12-25,加州星球,蔡明紹,沈集成,122,6,17.3,1600,1,0.0,0.4342105263157895,0.3333333333333333,0.6,6.766666666666666,127.66666666666669,21.0,0.5461447243723915,0.057803468208092484,0.488341256164299,8.448303731642373
2024-12-26,加州星球,田泰安,蘇保羅,129,9,5.1,2000,1,1.0,0.4415584415584415,0.3333333333333333,0.6,11.6,125.66666666666669,1.0,0.5216975331573677,0.19607843137254904,0.3256191017848186,1.660657419102575
2024-12-26,加州星球,艾道拿,沈集成,115,12,21.2,1000,0,1.0,0.4487179487179487,0.6666666666666666,0.6,8.433333333333332,127.33333333333331,0.0,0.4341830349959848,0.04716981132075472,0.3870132236752301,8.204680341914877
2023-01-16,嘉應高昇,莫雷拉,沈集成,128,6,2.8,1000,0,,,,,,,,0.4081287062509344,0.35714285714285715,0.05098584910807724,0.14276037750261628
2023-02-04,嘉應高昇,巴度,呂健威,123,10,7.7,1800,0,0.0,0.0,0.0,0.0,2.8,128.0,19.0,0.273747180628177,0.12987012987012986,0.14387705075804713,1.107853290836963
2023-02-11,嘉應高昇,艾道拿,沈集成,126,5,15.2,1600,1,0.0,0.0,0.0,0.0,5.25,125.5,7.0,0.4975063839756879,0.06578947368421052,0.4317169102914774,6.5620970364304565
2023-03-06,嘉應高昇,莫雷拉,告東尼,133,6,2.6,1600,1,0.0,0.25,0.3333333333333333,0.25,9.333333333333334,127.66666666666669,19.0,0.7793070833414301,0.3846153846153846,0.3946916987260455,1.026198416687718
2023-03-21,嘉應高昇,莫雷拉,蘇保羅,115,7,2.1,1200,1,1.0,0.4,0.6666666666666666,0.4,7.633333333333333,131.0,15.0,0.818255404919815,0.47619047619047616,0.3420649287293388,0.7183363503316115
2023-03-23,嘉應高昇,巴度,呂健威,130,14,21.8,1400,0,1.0,0.5,0.6666666666666666,0.6,3.266666666666666,127.33333333333331,2.0,0.1444980364811697,0.04587155963302752,0.09862647684814219,2.1500571952894996
2023-04-09,嘉應高昇,艾道拿,韋達,117,13,17.9,2200,0,0.0,0.4285714285714285,0.6666666666666666,0.6,8.833333333333334,126.0,17.0,0.4631089685728562,0.0558659217877095,0.4072430467851467,7.289650537454126
2023-04-09,嘉應高昇,艾道拿,韋達,135,1,20.5,1600,0,0.0,0.375,0.3333333333333333,0.4,13.933333333333332,120.66666666666669,0.0,0.3007070899275474,0.04878048780487805,0.2519266021226694,5.164495343514722
2023-04-24,嘉應高昇,希威森,蘇保羅,119,13,6.4,1000,0,0.0,0.3333333333333333,0.0,0.4,20.066666666666663,127.33333333333331,15.0,0.3011229498933653,0.15625,0.1448729498933653,0.9271868793175381
2023-05-08,嘉應高昇,蔡明紹,葉楚航,126,8,23.2,1000,0,0.0,0.3,0.0,0.2,14.933333333333332,123.66666666666669,14.0,0.113464143898625,0.04310344827586207,0.07036069562276293,1.6323681384480997
2023-05-19,嘉應高昇,希威森,蘇保羅,118,3,12.7,1600,1,0.0,0.2727272727272727,0.0,0.0,16.7,126.66666666666669,11.0,0.2382343400558693,0.07874015748031496,0.15949418257555434,2.02557611870954
2023-05-21,嘉應高昇,蔡明紹,沈集成,115,11,20.7,1400,0,1.0,0.3333333333333333,0.3333333333333333,0.2,14.1,121.0,2.0,0.2367192819032907,0.04830917874396135,0.18841010315932935,3.900089135398117
2023-05-25,嘉應高昇,艾道拿,呂健威,135,4,19.5,2200,0,0.0,0.3076923076923077,0.3333333333333333,0.2,18.866666666666664,119.66666666666669,4.0,0.3579329506647447,0.05128205128205128,0.3066508993826934,5.979692537962521
2023-06-04,嘉應高昇,莫雷拉,葉楚航,131,10,2.7,1600,0,0.0,0.2857142857142857,0.3333333333333333,0.2,17.633333333333333,122.66666666666669,10.0,0.5299124557138497,0.37037037037037035,0.15954208534347936,0.4307636304273943
2023-06-11,嘉應高昇,蔡明紹,韋達,122,10,27.3,1600,0,0.0,0.2666666666666666,0.0,0.2,14.300000000000002,127.0,7.0,0.1861496599610707,0.03663003663003663,0.14951962333103405,4.08188571693723
2023-06-23,嘉應高昇,希威森,沈集成,127,10,29.0,2200,0,0.0,0.25,0.0,0.2,16.5,129.33333333333334,12.0,0.1479983343947829,0.034482758620689655,0.11351557577409326,3.2919516974487046
2023-06-24,嘉應高昇,艾道拿,沈集成,122,12,24.3,1200,1,0.0,0.2352941176470588,0.0,0.0,19.666666666666668,126.66666666666669,1.0,0.4502782395352342,0.0411522633744856,0.40912597616074864,9.94176122070619
2023-06-30,嘉應高昇,蔡明紹,韋達,116,14,26.9,1200,0,1.0,0.2777777777777778,0.3333333333333333,0.2,26.866666666666664,123.66666666666669,6.0,0.1908415656957143,0.03717472118959108,0.15366684450612322,4.133638117214715
2023-07-09,嘉應高昇,莫雷拉,蘇保羅,126,9,2.1,1000,0,0.0,0.2631578947368421,0.3333333333333333,0.2,26.73333333333333,121.66666666666669,9.0,0.7023717806489439,0.47619047619047616,0.22618130445846774,0.4749807393627823
2023-08-09,嘉應高昇,田泰安,沈集成,131,13,15.0,1200,0,0.0,0.25,0.3333333333333333,0.2,17.76666666666667,121.33333333333331,31.0,0.1247581158827884,0.06666666666666667,0.058091449216121735,0.871371738241826
2023-09-06,嘉應高昇,艾道拿,沈集成,133,8,19.9,1400,1,0.0,0.2272727272727272,0.0,0.2,8.4,130.0,25.0,0.3607991423649903,0.05025125628140704,0.31054788608358325,6.179902933063306
2023-09-12,嘉應高昇,巴度,蘇保羅,116,7,6.1,1600,1,1.0,0.2608695652173913,0.3333333333333333,0.2,14.333333333333334,132.33333333333334,6.0,0.5629132810840087,0.1639344262295082,0.3989788548545005,2.4337710146124527
2023-09-30,嘉應高昇,潘頓,告東尼,122,10,1.5,2000,1,0.0,0.28,0.6666666666666666,0.4,10.833333333333334,126.66666666666669,6.0,0.8752890809074845,0.6666666666666666,0.20862241424081784,0.3129336213612267
2023-10-03,嘉應高昇,潘頓,呂健威,127,13,2.2,1200,1,1.0,0.3076923076923077,0.6666666666666666,0.6,4.7,123.0,3.0,0.8444066800923214,0.45454545454545453,0.3898612255468669,0.8576946962031072
2023-10-09,嘉應高昇,莫雷拉,韋達,119,6,1.5,1600,1,1.0,0.3333333333333333,0.6666666666666666,0.8,3.4,126.66666666666669,6.0,0.9087884903179472,0.6666666666666666,0.24212182365128054,0.36318273547692076
2023-10-15,嘉應高昇,希威森,沈集成,127,3,11.2,1200,0,1.0,0.3571428571428571,1.0,0.8,1.7333333333333334,122.66666666666669,6.0,0.2877306982486605,0.08928571428571429,0.1984449839629462,2.2225838203849975
2023-10-17,嘉應高昇,田泰安,呂健威,117,3,19.9,1600,0,0.0,0.3448275862068966,0.6666666666666666,0.6,4.966666666666666,124.33333333333331,2.0,0.4067320507750891,0.05025125628140704,0.3564807944936821,7.093967810424273
2023-10-29,嘉應高昇,潘頓,告東尼,118,10,1.7,1000,1,0.0,0.3333333333333333,0.3333333333333333,0.6,10.866666666666664,121.0,12.0,0.885436279142552,0.5882352941176471,0.2972009850249049,0.5052416745423383
2023-11-07,嘉應高昇,希威森,告東尼,123,10,28.1,1200,0,1.0,0.3548387096774194,0.3333333333333333,0.6,10.933333333333332,120.66666666666669,9.0,0.1231328836882644,0.03558718861209964,0.08754569507616476,2.46003403164023
2023-11-27,嘉應高昇,莫雷拉,呂健威,127,14,1.5,1000,1,0.0,0.34375,0.3333333333333333,0.4,16.566666666666666,119.33333333333331,20.0,0.7565807671778135,0.6666666666666666,0.0899141005111469,0.1348711507667203
2023-12-04,嘉應高昇,莫雷拉,蘇保羅,115,5,1.6,1400,1,1.0,0.3636363636363636,0.6666666666666666,0.4,10.433333333333334,122.66666666666669,7.0,0.8262824158738817,0.625,0.20128241587388174,0.32205186539821085
2023-12-19,嘉應高昇,巴度,告東尼,118,10,14.4,2000,1,0.0,0.3714285714285714,0.6666666666666666,0.6,4.366666666666666,122.33333333333331,5.0,0.5705594142924703,0.06944444444444445,0.5011149698480258,7.216055565811572
2024-01-12,嘉應高昇,蔡明紹,呂健威,123,5,25.8,2000,0,1.0,0.3888888888888889,0.6666666666666666,0.6,8.666666666666666,119.33333333333331,24.0,0.1230062600345684,0.03875968992248062,0.08424657011208778,2.1735615088918645
2024-02-04,嘉應高昇,潘頓,葉楚航,118,5,1.8,2000,1,0.0,0.3783783783783784,0.3333333333333333,0.6,16.733333333333334,122.0,23.0,0.9193972893103572,0.5555555555555556,0.36384173375480167,0.6549151207586431
2024-02-16,嘉應高昇,蔡明紹,蘇保羅,121,7,10.6,2200,1,1.0,0.3947368421052631,0.6666666666666666,0.6,14.0,119.66666666666669,12.0,0.4218257388021693,0.09433962264150944,0.3274861161606598,3.4713528313029944
2024-02-24,嘉應高昇,潘頓,韋達,118,14,1.4,2000,1,1.0,0.4102564102564102,0.6666666666666666,0.6,12.733333333333334,120.66666666666669,8.0,0.9038974067574496,0.7142857142857143,0.18961169247173526,0.26545636946042933
2024-02-28,嘉應高昇,巴度,呂健威,122,3,14.1,1600,0,1.0,0.425,1.0,0.8,4.6000000000000005,119.0,4.0,0.3169293057699418,0.07092198581560284,0.246007319954339,3.4687032113561793
2024-03-16,嘉應高昇,艾道拿,蘇保羅,116,2,17.1,1200,0,0.0,0.4047619047619047,0.3333333333333333,0.6,6.866666666666667,121.66666666666669,3.0,0.3577081246947307,0.05847953216374269,0.299228592530988,5.116808932279895
2024-04-06,嘉應高昇,希威森,葉楚航,124,12,13.3,2200,0,0.0,0.3953488372093023,0.0,0.4,12.1,121.0,21.0,0.1398348655117556,0.07518796992481203,0.06464689558694359,0.8598037113063497
2024-04-07,嘉應高昇,希威森,韋達,131,7,24.5,1400,0,0.0,0.3863636363636363,0.0,0.2,11.833333333333334,121.66666666666669,1.0,0.2113862310981623,0.04081632653061224,0.17056990456755006,4.178962661904976
2024-04-24,嘉應高昇,莫雷拉,韋達,129,9,2.5,1600,1,0.0,0.3777777777777777,0.0,0.0,18.3,123.66666666666669,17.0,0.717712573751269,0.4,0.31771257375126893,0.7942814343781724
2024-05-06,嘉應高昇,潘頓,沈集成,130,11,2.1,1800,1,1.0,0.391304347826087,0.3333333333333333,0.2,13.433333333333332,128.0,12.0,0.880151651334585,0.47619047619047616,0.4039611751441088,0.8483184678026284
2024-05-06,嘉應高昇,艾道拿,沈集成,125,6,4.6,1600,0,1.0,0.4042553191489361,0.6666666666666666,0.4,9.7,130.0,0.0,0.3376045701460705,0.2173913043478261,0.12021326579824437,0.5529810226719242
2024-05-13,嘉應高昇,希威森,沈集成,129,13,4.3,1000,1,0.0,0.3958333333333333,0.6666666666666666,0.4,3.0666666666666664,128.0,7.0,0.5675867469163801,0.23255813953488372,0.3350286073814964,1.4406230117404344
2024-07-13,嘉應高昇,田泰安,告東尼,135,7,17.2,2000,0,1.0,0.4081632653061224,0.6666666666666666,0.6,3.6666666666666665,128.0,61.0,0.236323281227583,0.05813953488372093,0.17818374634386208,3.0647604371144275
2024-08-04,嘉應高昇,希威森,沈集成,134,9,6.5,2000,1,0.0,0.4,0.3333333333333333,0.6,8.7,129.66666666666666,22.0,0.4746910532832432,0.15384615384615385,0.3208448994370893,2.0854918463410805
2024-08-08,嘉應高昇,艾道拿,告東尼,117,10,12.6,1200,0,1.0,0.4117647058823529,0.6666666666666666,0.6,9.333333333333334,132.66666666666666,4.0,0.2942910594931913,0.07936507936507936,0.21492598012811193,2.7080673496142103
2024-08-10,嘉應高昇,莫雷拉,葉楚航,120,12,1.5,1400,1,0.0,0.4038461538461538,0.3333333333333333,0.4,12.1,128.66666666666666,2.0,0.8599679356252714,0.6666666666666666,0.19330126895860478,0.2899519034379071
2024-09-15,嘉應高昇,潘頓,蘇保羅,126,5,2.6,2000,1,1.0,0.4150943396226415,0.6666666666666666,0.6,6.866666666666667,123.66666666666669,36.0,0.6060361128235863,0.3846153846153846,0.2214207282082017,0.5756938933413244
2024-09-20,嘉應高昇,艾道拿,告東尼,123,13,5.8,1200,1,1.0,0.4259259259259259,0.6666666666666666,0.6,5.566666666666666,121.0,5.0,0.4816145461620953,0.1724137931034483,0.309200753058647,1.7933643677401527
2024-10-08,嘉應高昇,田泰安,告東尼,135,3,17.4,2200,1,1.0,0.4363636363636363,1.0,0.8,3.2999999999999994,123.0,18.0,0.431547531699143,0.0574712643678161,0.37407626733132693,6.508927051565088
2024-10-20,嘉應高昇,莫雷拉,蘇保羅,133,5,2.0,2200,1,0.0,0.4385964912280701,0.6666666666666666,0.8,8.333333333333334,128.0,1.0,0.8081599971881503,0.5,0.30815999718815035,0.6163199943763007
